FOODID,FOODNAME_FI,FOODNAME_EN,FOODNAME_SV,FUCLASS,IGCLASS,FUCLASS_subsitute,kgCO2-eq/kg,gCO2-eq/100g,Data quality,Average_source
31900,"PIIMÄ, RASVATON, LAKTOOSITON, D-VIT 1 UG","SOUR MILK, FAT-FREE, LACTOSE-FREE, 1 UG VITAMIN D","SURMJÖLK, FETTFRI, LAKTOSFRI, 1 UG VITAMIN D",Piimä,Piimä,Maitojuomat >2%,1.23,123.0,Category average,FUCLASS
31956,"RAHKA, MAUSTETTU, RASVATON, KEINOTEKOISESTI MAKEUTETTU","QUARK, FLAVOURED, FAT-FREE, ARTIFICIALLY SWEETENED","KVARG, SMAKSATT, FETTFRI, SYNTETISKT SÖTAD",Rahka,Rahka,Jogurtit,1.93,193.0,Category average,FUCLASS
31959,"RUOANVALMISTUSKERMA, MAUSTETTU, KOLMEN JUUSTON, RASVAA 10 % , VL","COOKING CREAM, CHEESE FLAVOUR, 10% FAT, LOW-LACTOSE","MATLAGNINGSGRÄDDE, SMAKSATT MED OST, 10 % FETT, LÅG LAKTOSHALT",Kerma,Kerma/ creme,,1.88,188.0,Category average,IGCLASS
31968,"JÄÄTELÖ, KERMAJÄÄTELÖ, LAKTOOSITON","ICE CREAM, CREAM BASED, LACTOSE-FREE","GLASS, GRÄDDGLASS, LAKTOSFRI",Jäätelö,Jäätelö,,1.44,144.0,Category average,IGCLASS
31969,"JÄÄTELÖ, KERMAJÄÄTELÖ, VL","ICE CREAM, CREAM BASED, LOW-LACTOSE","GLASS, GRÄDDGLASS, LÅG LAKTOSHALT",Jäätelö,Jäätelö,,1.44,144.0,Category average,IGCLASS
31971,"JÄÄTELÖ, KEVYT, RASVAA 4,5 %","ICE CREAM, LIGHT, 4,5% FAT","GLASS, LÄTT, 4,5 % FETT",Jäätelö,Jäätelö,,1.44,144.0,Category average,IGCLASS
31972,"JÄÄTELÖ, KERMAJÄÄTELÖ, MAUSTETTU, CARTE D'OR STRACCIATELLA","ICE CREAM, CREAM BASED, FLAVOURED, CARTE D'OR STRACCIATELLA","GLASS, GRÄDDGLASS, SMAKSATT, CARTE D'OR STRACCIATELLA",Jäätelö,Jäätelö,,1.44,144.0,Category average,IGCLASS
31990,"JÄÄTELÖ, KERMAJÄÄTELÖ, MAUSTETTU, CARTE D'OR MASCARPONE","ICE CREAM, CREAM BASED, FLAVOURED, CARTE D'OR MASCARPONE","GLASS, GRÄDDGLASS, SMAKSATT, CARTE D'OR MASCARPONE",Jäätelö,Jäätelö,,1.44,144.0,Category average,IGCLASS
31991,"SORBETTI, VADELMASORBETTI, TEOLLINEN","SORBET, RASPBERRY, INDUSTRIAL","SORBET, HALLONSORBET, INDUSTRIELL",Jäätelö,Marjat,,0.79,79.0,Product,-
31994,"JÄÄTELÖ, SOIJAJÄÄTELÖTUUTTI, GLUTEENITON","SOY MILK FROZEN DESSERT, ICE CREAM CORNET, GLUTEN-FREE","GLASS, TOFU GLASSTRUT, GLUTENFRI",Jäätelö,"Juomat palkokasveista, pähkinöistä ja siemenistä",,0.34,34.0,Category average,IGCLASS
31996,"JÄÄTELÖ, RIISIJÄÄTELÖ",RICE ICE CREAM,"GLASS, RISGLASS",Jäätelö,"Viljajuomat, nestemäiset viljatuotteet",,0.33,33.0,Category average,IGCLASS
31997,"JÄÄTELÖ, JOGURTTIJÄÄTELÖ, RASVAA 4 %","ICE CREAM, YOGHURT BASED, 4% FAT","GLASS, YOGHURTGLASS, 4 % FETT",Jäätelö,Jäätelö,,1.44,144.0,Category average,IGCLASS
32000,"JÄÄTELÖ, KERMAJÄÄTELÖPUIKKO, SUKLAA- JA KINUSKIKUORRUTE","ICE CREAM BAR, CREAM BASED, CARAMEL AND CHOCOLATE TOPPING","GLASS, GRÄDDGLASS MED KOLA- OCH CHOKLADGLASYR",Jäätelö,Jäätelö,,1.44,144.0,Category average,IGCLASS
32001,"JÄÄTELÖ, KERMAJÄÄTELÖ, MAUSTETTU, AINO KERMAINEN KARAMELLI","ICE CREAM, CREAM BASED, FLAVOURED, AINO CARAMEL","GLASS, GRÄDDGLASS, SMAKSATT, KOLA, AINO KERMAINEN KARAMELLI",Jäätelö,Jäätelö,,1.44,144.0,Category average,IGCLASS
32002,"RAHKA, MAUSTETTU, RASVAA 2,9 %","QUARK, FLAVOURED, 2.9% FAT","KVARG, SMAKSATT, 2,9 % FETT",Rahka,Rahka,Jogurtit,1.93,193.0,Category average,FUCLASS
32004,"SOIJAVALMISTE, VAIHTOEHTO KERMALLE, KEVYT, RASVAA 5,2 %","SOY PRODUCT, NON-DAIRY CREAM SUBSTITUTE,5.2% FAT","SOJAPRODUKT,  ALTERNATIV TILL GRÄDDE, LÄTT, 5,2 % FETT",Maitojuomat >2%,"Juomat palkokasveista, pähkinöistä ja siemenistä",,0.34,34.0,Category average,IGCLASS
32005,"KAURAVALMISTE, VAIHTOEHTO KERMALLE, KEVYT, RASVAA 7 %","OAT PRODUCT, NON-DAIRY SUBSTITUTE FOR CREAM, 7% FAT","HAVREPRODUKT, ALTERNATIV TILL GRÄDDE, LÄTT, 7 % FETT",Maitojuomat >2%,"Kaurajuomat, nestemäiset kauratuotteet",,0.58,58.0,Category average,IGCLASS
32006,"RIISIVALMISTE, VAIHTOEHTO KERMALLE, KASVIRASVAVALMISTE, RASVAA 7 %","RICE PRODUCT, NON-DAIRY CREAM SUBSTITUTE, VEGETABLE FAT, 7% FAT","RISPRODUKT, ALTERNATIV TILL GRÄDDE, VEGETABILISK FETTBLANDNING, 7 % FETT",Maitojuomat >2%,"Viljajuomat, nestemäiset viljatuotteet",,0.33,33.0,Category average,IGCLASS
32007,"RIISIJUOMA, LISÄTTY KALSIUMIA JA D-VITAMIINIA","RICE DRINK, CALCIUM, VITAMIN D","RISDRYCK, KALCIUM OCH VITAMIN D",Kasvismehut,"Viljajuomat, nestemäiset viljatuotteet",,0.33,33.0,Product,-
32010,"JÄÄTELÖ, KERMAJÄÄTELÖ, JÄTSKIVENE","ICE CREAM WITH BISCUIT AND CHOCOLATE, CREAM BASED","GLASS, GRÄDDGLASS MED KEX OCH CHOKLAD",Jäätelö,Jäätelö,,1.44,144.0,Category average,IGCLASS
32062,"JOGURTTI, MAUSTETTU, RASVAA 2 %, D-VIT 0,5 UG","YOGHURT, FLAVOURED, 2% FAT, 0.5 UG VITAMIN D","YOGHURT, SMAKSATT, 2 % FETT, 0,5 UG VITAMIN D",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
32067,"JOGURTTI, MAUSTETTU, RASVATON, KEINOTEKOISESTI MAKEUTETTU, D-VIT 0,5 UG","YOGHURT, FLAVOURED, FAT-FREE, ARTIFICIALLY SWEETENED, 0.5 UG VITAMIN D","YOGHURT, SMAKSATT, FETTFRI, 0,5 UG VITAMIN D",Jogurtit,"Jogurtit, rasvaa <= 1 %",,1.93,193.0,Category average,FUCLASS
32080,"(ARC)JOGURTTI, MAUSTETTU, VITALINEA, RASVATON, D-VIT 0,75 UG","(ARC)YOGHURT, FLAVOURED, VITALINEA, FAT-FREE, 0.75 UG VITAMIN D","(ARC)YOGHURT, SMAKSATT, FETTFRI, VITALINEA, 0,75 UG VITAMIN D",Jogurtit,"Jogurtit, rasvaa <= 1 %",,1.93,193.0,Category average,FUCLASS
32084,"JOGURTTI, MAUSTETTU, RASVAA 2 %, LAKTOOSITON, D-VIT 0,5 UG","YOGHURT, FLAVOURED, 2% FAT, LACTOSE-FREE, 0.5 UG VITAMIN D","YOGHURT, SMAKSATT, 2 % FETT, LAKTOSFRI, 0,5 UG VITAMIN D",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
32085,"(ARC) JOGURTTI, MAUSTETTU, A, RASVAA 2 %, VL, D-VIT 1 UG","YOGHURT, FLAVOURED, 2% FAT, LOW-LACTOSE, A, 1 UG VITAMIN D","YOGHURT, SMAKSATT, 2 % FETT, LÅG LAKTOSHALT, A, 1 UG VITAMIN D",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
32088,"JOGURTTI, MAUSTAMATON, BULGARIAN, RASVAA 3,5 %, D-VIT 1 UG","YOGHURT, BULGARIAN, PLAIN, 3.5% FAT, 1 UG VITAMIN D","YOGHURT, NATURELL, BULGARIAN, 3,5 % FETT, 1 UG VITAMIN D",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
32136,"JOGURTTI, MAUSTAMATON, ACTIVIA, RASVAA 3,4 %, PROBIOOTTEJA","YOGHURT, PLAIN, ACTIVIA, 3.4% FAT","YOGHURT, NATURELL, ACTIVIA, 3,4 % FETT, PROBIOTIKA",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
32142,"(ARC)JOGURTTI, MAUSTETTU HILLOLLA, RASVAA 2 %, VL, D-VIT 1 UG","(ARC)YOGHURT WITH JAM, FAT 2%, LOW-LACTOSE, 1 UG VITAMIN D","(ARC)YOGHURT, SMAKSATT MED SYLT, 2 % FETT, LÅG LAKTOSHALT, 1 UG VITAMIN D",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
32145,"JOGURTTI, MAUSTETTU, A, RASVATON, VL, D-VIT 1 UG","YOGHURT, FLAVOURED, A, FAT-FREE, LOW-LACTOSE, 1 UG VITAMIN D","YOGHURT, SMAKSATT, FETTFRI, A, LÅG LAKTOSHALT, 1 UG VITAMIN D",Jogurtit,"Jogurtit, rasvaa <= 1 %",,1.93,193.0,Category average,FUCLASS
32182,"MUSTIKKA, KUIVATTU, MUSTIKKAJAUHE","BILBERRY OR BLUEBERRY, DRIED, BILBERRY POWDER","BLÅBÄR, TORKAD, BLÅBÄRSPULVER","Pähkinät, siemenet ja kuivatut hedelmät",Marjat,,0.62,62.0,Product,-
32189,"VIILI, MAUSTETTU, RASVAA 2 %, D-VITAMIINIA 1 UG","CURD MILK, FLAVOURED, 2% FAT, 1 UG VITAMIN D","FIL, FRUKT-/BÄRFIL, 2 % FETT, 1 UG VITAMIN D",Viili,Viili,Jogurtit,1.93,193.0,Category average,FUCLASS
32191,"NAKKI, BROILERNAKKI, 15 % RASVAA","FRANKFURTER, CHICKEN, 15% FAT","KNACKKORV AV BROILER, 15 % FETT",Makkarat,Makkarat,,5.61,561.0,Category average,IGCLASS
32193,"SOIJAVÄLIPALA, HAPATETTU, MAUSTETTU, RASVAA 2 %, KALSIUMIA","SOY PRODUCT, SOURED, 2% FAT, CALCIUM","SOJAMELLANMÅL, SYRAT, SMAKSATT, 2 % FETT, KALCIUM",Jogurtit,"Juomat palkokasveista, pähkinöistä ja siemenistä",,0.34,34.0,Category average,IGCLASS
32195,"NAKKI, BROILERNAKKI, KEVYT, RASVAA 5 %","FRANKFURTER, CHICKEN, LIGHT, 5% FAT","KNACKKORV AV BROILER, LÄTT, 5 % FETT",Makkarat,Makkarat,,5.61,561.0,Category average,IGCLASS
32198,"KOKOLIHALEIKKELE, OHUT BROILERINFILEE, RASVAA 2,2 %","CHICKEN COLD CUTS, 2.2% FAT","PÅLÄGG AV HELT KÖTT, BROILERPÅLÄGG, 2,2 % FETT",Lihaleikkeleet,Lihaleikkeleet,,4.35,435.0,Product,-
32201,"JOGURTTI, TURKKILAINEN/KREIKKALAINEN, RASVAA 10 %","YOGHURT, TURKISH/GREEK, 10% FAT","YOGHURT, TURKISK/GREKISK, 10 % FETT",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
32257,"KOKOLIHALEIKKELE, OHUEN OHUT BROILERIN FILEELEIKE, RASVAA 2 %","CHICKEN COLD CUTS, 2% FAT","PÅLÄGG AV HELT KÖTT, BROILERPÅLÄGG, 2 % FETT",Lihaleikkeleet,Lihaleikkeleet,,4.35,435.0,Product,-
32342,"MARGARIINI 80 %, LEIVONTAAN JA RUOANLAITTOON","MARGARINE 80%, FOR BAKING AND COOKING","MARGARIN 80 %, TILL BAKNING OCH MATLAGNING",Ruoanvalmistus- ja teollisuusrasva,Ruoanvalmistus- ja teollisuusrasva,,2.34,234.0,Category average,IGCLASS
32357,"MUNKINPAISTORASVA 100 %, SUNNUNTAI","DOUGHNUT ROASTING FAT 100%, SUNNUNTAI","MUNKSTEKNINGSFETT 100 %, SUNNUNTAI",Ruoanvalmistus- ja teollisuusrasva,Ruoanvalmistus- ja teollisuusrasva,,2.34,234.0,Category average,IGCLASS
32366,"(ARC) RASVASEOS 60%, BUNGE MAKUISA","(ARC)BLENDED SPREAD 60%, BUNGE MAKUISA","(ARC)MATFETTSBLANDNING 60 %, BUNGE MAKUISA",Rasvaseokset>= 55 %,Rasvaseos>= 55 %,,2.56,256.0,Category average,IGCLASS
32385,"RAEJUUSTO, RASVAA 1,5 %","COTTAGE CHEESE, 1.5% FAT","GRYNOST, 1,5 % FETT","Juustot, tuorejuustot","Juustot, tuorejuustot, rasvaa <= 15 %",,3.3,330.0,Category average,IGCLASS
32403,"DIPPIKASTIKEJAUHE, SISÄLTÄÄ MAITOA, KASTIKEAINEKSET",DIPMIX WITH MILK EXTRACTS,"DIPMIX, SÅSPULVER, INNEHÅLLER MJÖLK",Sekalaiset ruoka-aineet,Valmistuksen apuaineet,,6.4,640.0,Category average,IGCLASS
32404,"DIPPIKASTIKEJAUHE, MAIDOTON, KASTIKEAINEKSET","DIPMIX, MILK-FREE","DIPMIX , SÅSPULVER, MJÖLKFRI",Sekalaiset ruoka-aineet,Valmistuksen apuaineet,,6.4,640.0,Category average,IGCLASS
32407,"MEETVURSTI, ULTRAKEVYT, RASVAA 9 %","SALAMI, LIGHT, 9% FAT","MEDVURST, ULTRALÄTT 9 % FETT",Makkaraleikkeleet,Makkaraleikkeleet,,5.19,519.0,Product,-
32409,"KOKOLIHALEIKKELE, KORPPUKINKKU, RASVAA 3 %","CRUMBED HAM, 3% FAT","PANERAD SKINKA, 3 % FETT",Lihaleikkeleet,Lihaleikkeleet,,8.15,815.0,Category average,IGCLASS
32416,"MARJAJUOMA, PROVIVA, KESKIARVO, PROBIOOTTEJA","BERRY DRINK, PROVIVA, AVERAGE, CONTAINS PROBIOTICS","BÄRDRYCK, PROVIVA, MEDELVÄRDE, PROBIOTIKA",Mehujuomat,Mehujuomat,,0.68,68.0,Category average,IGCLASS
32417,"HEDELMÄJUOMA, MANGO, PROVIVA, PROBIOOTTEJA","FRUIT DRINK, PROVIVA, MANGO, CONTAINS PROBIOTICS","FRUKTDRYCK, MANGO, PROVIVA, PROBIOTIKA",Mehujuomat,Mehujuomat,,0.68,68.0,Category average,IGCLASS
32431,"KASVIÖLJYVALMISTE, JUOKSEVA, 80 %, SUNNUNTAI, RYPSIÖLJY","MARGARINE 80%, SUNNUNTAI, FLUID, RAPESEED OIL","VEGETABILISK OLJEPRODUKT 80 %, FLYTANDE, RYPSOLJA, SUNNUNTAI",Ruoanvalmistus- ja teollisuusrasva,Ruoanvalmistus- ja teollisuusrasva,,2.34,234.0,Category average,IGCLASS
32449,"VÄLIPALAPATUKKA, JOGURTTINEN MYSLIPATUKKA",CEREAL BAR WITH YOGHURT,"MELLANMÅLSSTÅNG, YOGHURT, MYSLI",Viljapatukat,Viljapatukat,,2.06,206.0,Product,-
32450,"VÄLIPALAPATUKKA, TÄYSJYVÄVILJAINEN MYSLIPATUKKA","CEREAL BAR, WHOLEGRAIN MUESLI BAR","MELLANMÅLSSTÅNG, FULLKORN, MYSLI",Viljapatukat,Viljapatukat,,2.02,202.0,Product,-
32451,"VÄLIPALAPATUKKA, MARJAISA MYSLIPATUKKA",CEREAL BAR WITH BERRIES,"MELLANMÅLSSTÅNG, BÄR, MYSLI",Viljapatukat,Viljapatukat,,2.02,202.0,Product,-
32452,"VÄLIPALAPATUKKA, HEDELMÄINEN MYSLIPATUKKA",CEREAL BAR WITH FRUITS,"MELLANMÅLSSTÅNG, FRUKT, MYSLI",Viljapatukat,Viljapatukat,,2.02,202.0,Product,-
32455,"VERIGREIPPI, KUORITTU","GRAPEFRUIT PINK/RED, WITHOUT SKIN","BLODGRAPEFRUKT, SKALAD","Hedelmät, tuoreet",Sitrushedelmät,,0.52,52.0,Product,-
32456,LATVA-ARTISOKKA,ARTICHOKE,KRONÄRTSKOCKA,"Kasvikset, tuoreet",Lehtivihannekset,,0.31,31.0,Product,-
32464,"PÄHKINÄ, PARAPÄHKINÄ","NUT, BRAZIL NUT","NÖTT, PARANÖT","Pähkinät, siemenet ja kuivatut hedelmät","Pähkinät, siemenet",,1.78,178.0,Product,-
32503,"MAKEINEN, MAITOSUKLAARAE, M&M'S/AMERIKAN PASTILLI","SWEET, CANDY, MILK CHOCOLATE PASTILLES, M&M'S, AMERIKAN PASTILLI","SÖTSAK, KARAMELL, MJÖLKCHOKLADDRAGÉ, M&M'S/AMERIKAN PASTILLI",Makeiset,Suklaa,,2.8,280.0,Category average,IGCLASS
32509,"SUKLAA, SUKLAAPATUKKA, TWIX, KEKSIÄ JA TOFFEETA","CHOCOLATE BAR, CARAMEL AND COOKIE, TWIX","CHOKLAD, CHOKLADBIT, INNEHÅLLER KEX OCH KOLA, TWIX",Suklaa,Suklaa,,2.8,280.0,Category average,IGCLASS
32540,"GLÖGIJUOMA, ALKOHOLITON","MULLED WINE, NON-ALCOLOLIC","GLÖGG, ALKOHOLFRI",Muut juomat,Muut juomat,,0.91,91.0,Category average,IGCLASS
32553,"KASVIÖLJYVALMISTE, JUOKSEVA, 80 %, TUOTEKESKIARVO","MARGARINE 80%, FLUID, AVERAGE","VEGETABILISK OLJEPRODUKT 80 %, FLYTANDE, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER",Ruoanvalmistus- ja teollisuusrasva,Ruoanvalmistus- ja teollisuusrasva,,2.34,234.0,Category average,IGCLASS
32568,"RASVASEOSLEVITE 75 %, D-VITAMIINIA 10 UG","BLENDED SPREAD 75%, 10 UG VITAMIN D","MATFETTSBLANDNING 75 %, 10 UG VITAMIN D",Rasvaseokset>= 55 %,Rasvaseos>= 55 %,,2.64,264.0,Product,-
32592,"(ARC)PIIMÄ, KIRNUPIIMÄ, RASVAA 0,3 %, D-VIT 0,5 UG","(ARC)SOUR MILK, BUTTER MILK, 0.3% FAT, 0.5 UG VITAMIN D","(ARC)SURMJÖLK, KÄRNMJÖLK, 0,3 % FETT, 0,5 UG VITAMIN D",Piimä,Piimä,Maitojuomat >2%,1.23,123.0,Category average,FUCLASS
32593,"(ARC) PIIMÄ, RASVATON, D-VIT 0,5 UG","(ARC)SOUR MILK, 0.5 UG VITAMIN D","(ARC)SURMJÖLK, FETTFRI, 0,5 UG VITAMIN D",Piimä,Piimä,Maitojuomat >2%,1.23,123.0,Category average,FUCLASS
32594,"(ARC) PIIMÄ, RASVATON, VL, D-VIT 0,5 UG","(ARC)SOUR MILK, FAT-FREE, LOW-LACTOSE, 0.5 UG VITAMIN D","(ARC)SURMJÖLK, FETTFRI, LÅG LAKTOSHALT, 0,5 UG VITAMIN D",Piimä,Piimä,Maitojuomat >2%,1.23,123.0,Category average,FUCLASS
32595,"(ARC) PIIMÄ, RASVATON, LAKTOOSITON, D-VIT 0,5 UG","(ARC)SOUR MILK, FAT-FREE, LACTOSE-FREE, 0.5 UG VITAMIN D","(ARC)SURMJÖLK, FETTFRI, LAKTOSFRI, 0,5 UG VITAMIN D",Piimä,Piimä,Maitojuomat >2%,1.23,123.0,Category average,FUCLASS
32596,"(ARC)JOGURTTI, MAUSTETTU, RASVATON, OSITTAIN KEINOTEK. MAKEUTETTU, D-VIT 1UG, VL","(ARC)YOGHURT, FLAVOURED, FAT-FREE, PARTIALLY ARTIFICIALLY SWEETENED, 1 UG VIT. D","(ARC)YOGHURT, SMAKSATT, FETTFRI, DELVIS SYNTETISKT SÖTAD, 1 UG VITAMIN D",Jogurtit,"Jogurtit, rasvaa <= 1 %",,1.93,193.0,Category average,FUCLASS
32597,"JOGURTTI, MAUSTETTU, RASVATON, LAKTOOSITON, KEINOTEKOISESTI MAKEUTETTU,D-VIT 1UG","YOGHURT, FLAVOURED, FAT-FREE, LACTOSE-FREE, ARTIFICIALLY SWEETENED, 1 UG VIT. D","YOGHURT, SMAKSATT, FETTFRI, LAKTOSFRI, SYNTETISKT SÖTAD, 1 UG VITAMIN D",Jogurtit,"Jogurtit, rasvaa <= 1 %",,1.93,193.0,Category average,FUCLASS
32598,"JOGURTTI, MAUSTAMATON, RASVATON","YOGHURT, PLAIN, FAT-FREE","YOGHURT, NATURELL, FETTFRI",Jogurtit,"Jogurtit, rasvaa <= 1 %",,1.93,193.0,Category average,FUCLASS
32599,"JOGURTTI, MAUSTETTU, RASVAA 2 %, D-VIT 1 UG","YOGHURT, FLAVOURED, 2% FAT, 1 UG VITAMIN D","YOGHURT, SMAKSATT, 2 % FETT, 1 UG VITAMIN D",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
32600,"JOGURTTI, JUOTAVA, DANONINO DINO, RASVAA 1,6 %, D-VITAMIINIA 0,9 UG","YOGHURT, DRINKABLE, DANONINO DINO, 1.6% FAT, 0.9 UG VITAMIN D","YOGHURT, DRICKBAR, DANONINO DINO, 1,6 % FETT, 0,9 UG VITAMIN D",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
32628,"ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE, EASY DIET","MEAL REPLACEMENT, SMOOTHIE, DRINK POWDER, EASY DIET","MÅLTIDSERSÄTTNING, SMOOTHIE, DRYCKPULVER, EASY DIET",Ateriankorvikkeet,Ateriankorvikkeet,,1.79,179.0,Category average,IGCLASS
32630,"ATERIANKORVIKE, KEITTOJAUHE, PARSA/KALA/KANA/SIENI, EASY DIET","MEAL REPLACEMENT, SOUP POWDER, ASPARAGUS/FISH/CHICKEN/MUSHROOM, EASY DIET","MÅLTIDSERSÄTTNING, SOPPULVER, SPARRIS/FISK/HÖNA/SVAMP, EASY DIET",Ateriankorvikkeet,Ateriankorvikkeet,,1.79,179.0,Category average,IGCLASS
32632,"ATERIANKORVIKE, KEITTOJAUHE, TOMAATTI/TEXMEX/THAI, EASY DIET","MEAL REPLACEMENT, SOUP POWDER, TOMATO/TEXMEX/THAI, EASY DIET","MÅLTIDSERSÄTTNING, SOPPULVER, TOMAT/TEXMEX/THAI, EASY DIET",Ateriankorvikkeet,Ateriankorvikkeet,,1.79,179.0,Category average,IGCLASS
32656,"ATERIANKORVIKE, PATUKKA, TUOTEKESKIARVO","MEAL REPLACEMENT, LOW CALORIE BAR, AVERAGE","MÅLTIDSERSÄTTNING, STÅNG, LOW CALORIE, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER",Ateriankorvikkeet,Ateriankorvikkeet,,1.79,179.0,Category average,IGCLASS
32657,"ATERIANKORVIKE, KEITTOJAUHE, TUOTEKESKIARVO","MEAL REPLACEMENT, SOUP POWDER, AVERAGE","MÅLTIDSERSÄTTNING, SOPPULVER, MEDELVÄRDE",Ateriankorvikkeet,Ateriankorvikkeet,,1.79,179.0,Category average,IGCLASS
32659,"ATERIANKORVIKE, PIRTELÖ, JUOMAJAUHE, TUOTEKESKIARVO","MEAL REPLACEMENT, MILK SHAKE, DRINK POWDER, AVERAGE","MÅLTIDSERSÄTTNING, MILKSHAKE, DRYCKPULVER, MEDELVÄRDE",Ateriankorvikkeet,Ateriankorvikkeet,,1.79,179.0,Product,-
32661,"ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE, TUOTEKESKIARVO","MEAL REPLACEMENT, SMOOTHIE, DRINK POWDER, AVERAGE","MÅLTIDSERSÄTTNING, SMOOTHIE, DRYCKPULVER, MEDELVÄRDE",Ateriankorvikkeet,Ateriankorvikkeet,,1.79,179.0,Product,-
32667,"ATERIANKORVIKE, PROTEIINIJUOMAJAUHE, GNLD, 49 % PROTEIINIA","MEAL REPLACEMENT, PROTEIN DRINK POWDER, GNLD, 49% PROTEIN","MÅLTIDSERSÄTTNING, PROTEINDRYCK, PULVER, GNLD, 49 % PROTEIN",Ateriankorvikkeet,Ateriankorvikkeet,,1.79,179.0,Product,-
32675,"ATERIANKORVIKE, PROTEIINIJUOMAJAUHE, NUTRISHAKE, GNLD, 55 % PROTEIINIA","MEAL REPLACEMENT, PROTEIN DRINK POWDER, NUTRISHAKE, GNLD, 55% PROTEIN","MÅLTIDSERSÄTTNING, PROTEINDRYCKPULVER, NUTRISHAKE, GNLD, 55 % PROTEIN",Ateriankorvikkeet,Ateriankorvikkeet,,1.79,179.0,Product,-
32680,"SOIJA-MARJA-PELLAVA-RUIS-JAUHESEOS, BERRYSOYA","SOYA PRODUCT, BERRYSOYA","SOJAPREPARAT, BERRYSOYA",Sekalaiset ruoka-aineet,Soijavalmisteet,,0.81,81.0,Category average,IGCLASS
32694,"JAUHELIHA, SIKA-NAUTA, KEVYT, VÄHÄRASVAINEN, RASVAA 7 %","PORK AND BEEF STEAK MINCE, 7% FAT","KÖTTFÄRS, GRIS-NÖT, LÄTT, LÅG FETTHALT, 7 % FETT","Pihvit, kyljykset",Naudanliha,,14.98,1498.0,Product,-
32700,"VÄLIPALAPATUKKA, SUKLAINEN MYSLIPATUKKA",CEREAL BAR WITH CHOCOLATE,"MELLANMÅLSSTÅNG, CHOKLAD, MYSLI",Viljapatukat,Viljapatukat,,2.69,269.0,Product,-
32701,"JÄÄTELÖ, PEHMYTJÄÄTELÖ, EI VOHVELIA",SOFT ICE CREAM,"GLASS, MJUKGLASS, SOFT ICE, UTAN VÅFFLA",Jäätelö,Jäätelö,,1.44,144.0,Category average,IGCLASS
32703,SUKLAA-PÄHKINÄLEVITE,CHOCOLATE NUT SPREAD,NÖT- OCH CHOKLADKRÄM,Suklaa,Suklaa,,2.8,280.0,Category average,IGCLASS
32704,"JAUHELIHA, NAUDANPAISTI, RASVAA 9 %","LEAN STEAK MINCE, 9% FAT","KÖTTFÄRS, NÖTSTEK, 9 % FETT","Pihvit, kyljykset",Naudanliha,,36.26,3626.0,Product,-
32705,"JÄÄTELÖ, KASVIRASVAJÄÄTELÖ","ICE CREAM, VEGETABLE FAT",GLASS AV VEGETABILISKT FETT,Jäätelö,Jäätelö,,1.44,144.0,Category average,IGCLASS
32708,"KERMAVAAHTOSPRAY, TEOLLINEN","WHIPPED CREAM SPRAY, INDUSTRIAL","SPRAYGRÄDDE, VISPGRÄDDEPRODUKT, INDUSTRIELL",Kerma,Kerma/ creme,,1.38,138.0,Product,-
32709,"MARGARIINI, TALOUSMARGARIINI 80 %, KESKIARVO, LEIVONTAAN JA RUOANLAITTOON","MARGARINE 80%, COOKING MARGARINE, AVERAGE","MARGARIN, HUSHÅLLSMARGARIN 80 %, MEDELVÄRDE, TILL BAKNING OCH MATLAGNING",Ruoanvalmistus- ja teollisuusrasva,Ruoanvalmistus- ja teollisuusrasva,,2.34,234.0,Category average,IGCLASS
32710,"RUOANVALMISTUSKERMA, KASVIRASVAKERMA, RASVAA 4 %, VL","COOKING CREAM, VEGETABLE FAT, 4% FAT, LOW-LACTOSE","MATLAGNINGSGRÄDDE, VEGETABILISK FETTBLANDNING, 4% FETT, LÅG LAKTOSHALT",Kerma,Kerma/ creme,,1.88,188.0,Category average,IGCLASS
32716,"RUOANVALMISTUSKERMA, KASVIRASVAKERMA, RASVAA 5 %, VL","COOKING CREAM, VEGETABLE FAT, 5% FAT, LOW-LACTOSE","MATLAGNINGSGRÄDDE, VEGETABILISK FETTBLANDNING, 5 % FETT, LÅG LAKTOSHALT",Kerma,Kerma/ creme,,1.88,188.0,Category average,IGCLASS
